name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
CLEAN MODERN PRIVATE CONDO BY GOLDEN GATE,37.80125,-122.43649,Condominium,Entire home/apt,6,$175.00,79
Beautiful Hotel Style Studio Heart of Union Square,37.79121,-122.40798,Serviced apartment,Entire home/apt,2,$95.00,26
Dolores Heights retreat with stunning views,37.75756,-122.43123,House,Entire home/apt,7,$325.00,29
Victorian Flat,37.75885,-122.44029,Guest suite,Entire home/apt,4,$150.00,23
Duplex 4 bedroom by Haight and Ashbury,37.76511,-122.44575,Apartment,Entire home/apt,8,$260.00,1
SoMa Oasis - Bright w/ Gym Pvt Balcony Rooftop!,37.77105,-122.40276,Apartment,Entire home/apt,4,$375.00,31
Central Quiet Classic SF | Entire Floor Apartment,37.76813,-122.42437,Apartment,Entire home/apt,3,$325.00,9
Duboce Triangle Victorian,37.76936,-122.42825,House,Entire home/apt,2,$189.00,27
Startup villa for founders interns and students.,37.79957,-122.41184,House,Shared room,1,$80.00,2
Cozy Private Room/Private bath Parking [C],37.71255,-122.44312,House,Private room,3,$90.00,6
Great Cole Valley Studio,37.7628,-122.45024,Apartment,Entire home/apt,2,$90.00,0
Quiet Noe Valley Refuge,37.74851,-122.4422,Guest suite,Entire home/apt,2,$165.00,31
⭐️ Luxury 3BR Home w/Views Steam Room on Roof Deck ⭐️,37.76099,-122.44726,House,Entire home/apt,6,$905.00,20
Garden Apartment in Pacific Heights,37.78739,-122.44426,Apartment,Entire home/apt,2,$387.00,25
Noe Valley Charm with Yard near Transportation,37.75348,-122.42658,Townhouse,Entire home/apt,8,$450.00,10
Spacious 2 Bedroom - Close to Hayes Valley / LoHa,37.77524,-122.42951,Condominium,Entire home/apt,4,$250.00,1
Private Apartment in Historic Victorian with Back Patio,37.78934,-122.42815,Apartment,Entire home/apt,3,$175.00,86
THE BEST DEAL: Cheap Clean  & Convenient (SF City),37.72926,-122.38483,House,Private room,1,$39.00,98
Ocean Beach Retreat w/Private Entrance,37.744,-122.50541,Guest suite,Entire home/apt,3,$139.00,90
Central in law unit on lovely Kite Hill!,37.75742,-122.44048,Condominium,Entire home/apt,2,$115.00,1
Balmy Alley House,37.75069,-122.41285,House,Entire home/apt,6,$425.00,12
Balmy Alley private room and bath,37.75149,-122.41216,House,Private room,2,$125.00,8
Room with private deck on Balmy Alley,37.75061,-122.41218,House,Private room,1,$100.00,3
Urban Beach House,37.75705,-122.49841,House,Entire home/apt,4,$280.00,6
3 bedroom/2 bath house steps from the beach,37.74923,-122.50686,House,Entire home/apt,6,$425.00,5
Large remodeled flat half block to water,37.80495,-122.43808,House,Entire home/apt,5,$275.00,16
Hayes Valley 1 Bedroom with Modern Design,37.77066,-122.42603,Apartment,Entire home/apt,4,$175.00,3
Centrally Located Hayes Valley 1 Bedroom,37.77091,-122.42542,Apartment,Entire home/apt,4,$170.00,2
Spacious Cole Valley One Bedroom,37.76443,-122.44893,Apartment,Entire home/apt,3,$107.00,1
Luxury Nob Hill 1BR with City Views,37.79103,-122.4093,Apartment,Entire home/apt,2,$181.00,0
11th Floor Luxury Studio in Nob Hill,37.79088,-122.40942,Apartment,Entire home/apt,2,$142.00,0
Luxury 1BR in the Center of Nob Hill,37.79161,-122.4106,Apartment,Entire home/apt,2,$171.00,2
Luxury Nob Hill 1 Bedroom,37.79154,-122.41134,Apartment,Entire home/apt,2,$171.00,0
Art Deco Condo in Pacific Heights; Private Room,37.79547,-122.42776,Condominium,Private room,2,$350.00,23
Design apartment in the sunny Mission District,37.75393,-122.40742,Condominium,Entire home/apt,5,$189.00,1
Cozy Room in a Relaxed House,37.74923,-122.47815,House,Shared room,1,$50.00,83
Your Beaumont Pod Near USF on Lone Mountain,37.77839,-122.4538,Apartment,Private room,3,$150.00,60
Watch the skyline rise from this luxury SoMa loft,37.77684,-122.40593,Loft,Entire home/apt,4,$420.00,21
Apartment in Terrific Location with Parking,37.79918,-122.40696,Apartment,Entire home/apt,8,$285.00,2
Studio Next to Lombard Street,37.80205,-122.41862,Apartment,Entire home/apt,2,$126.00,3
Victorian Elegance in Lower Pacific Heights,37.78655,-122.43412,House,Entire home/apt,4,$265.00,3
San Francisco (Noe Valley) Private Studio,37.74831,-122.43097,Apartment,Entire home/apt,2,$130.00,1
Charming 3BDR with a cottage,37.74666,-122.42905,Condominium,Entire home/apt,6,$400.00,8
Modern & Central Room! Hayes Valley / Mission,37.77064,-122.42006,House,Entire home/apt,2,$120.00,6
Nob Hill/Union Square Studio Timeshare -WorldMark,37.78947,-122.40637,Boutique hotel,Private room,2,$250.00,0
Spacious 3 Bd House Great Part of SF w/ Parking,37.77831,-122.48805,House,Entire home/apt,8,$230.00,7
Plenty of Vitamin C in this Russian Hill Pad,37.80227,-122.4222,Apartment,Entire home/apt,3,$174.00,0
2 Spacious Private BR Close to Golden Gate Park,37.78078,-122.45361,House,Private room,6,$230.00,89
ROAM SF: Unique Living Experience - Alamo Sq.,37.77807,-122.43425,Boutique hotel,Private room,2,$200.00,11
Charming/Cozy Remodeled Studio,37.7845,-122.41495,Apartment,Entire home/apt,2,$77.00,1
Donatello Hotel,37.78827,-122.40982,Apartment,Entire home/apt,4,$265.00,11
Lux 1BR in South of Market district w/gym & wifi,37.78014,-122.39866,Apartment,Entire home/apt,3,$235.00,0
ROAM SF: Grand Suite in Historic Alamo Sq. Mansion,37.7766,-122.43286,Boutique hotel,Private room,2,$300.00,18
ROAM SF: Unique Living Experience,37.77842,-122.43444,Boutique hotel,Private room,2,$200.00,12
ROAM SF: Alamo Sq. Mansion ft. Co-working,37.77841,-122.43267,Boutique hotel,Private room,2,$300.00,3
ROAM SF: Grand Suite in Alamo Sq. Mansion,37.77708,-122.43423,Boutique hotel,Private room,2,$200.00,6
ROAM SF: Spacious Suite in Iconic Mansion,37.7768,-122.43341,Boutique hotel,Private room,2,$200.00,4
Lux 2BR in South of Market district w/gym & wifi,37.7821,-122.39888,Apartment,Entire home/apt,5,$299.00,1
ROAM SF: Living Experience in Alamo Sq. Mansion,37.77827,-122.43398,Boutique hotel,Private room,2,$300.00,6
ROAM SF: Spacious Room in Iconic Alamo Sq. Mansion,37.77787,-122.43408,Boutique hotel,Private room,2,$300.00,20
ROAM SF: Alamo Sq. Historic Archbishop's Mansion,37.77676,-122.43402,Boutique hotel,Private room,2,$200.00,18
ROAM SF: Private Suite & Unique Living Experience,37.77693,-122.43333,Boutique hotel,Private room,2,$200.00,6
ROAM SF: Grand Suite in Alamo Sq. Mansion,37.77853,-122.43257,Boutique hotel,Private room,2,$300.00,19
ROAM SF: Unique Living Experience Alamo Sq.,37.77801,-122.43257,Boutique hotel,Private room,2,$300.00,1
Charming Family Home in San Francisco,37.72066,-122.43223,House,Entire home/apt,5,$279.00,24
Bright Sunny Mission Condo with Huge Outdoor Deck,37.75792,-122.42248,Condominium,Entire home/apt,2,$300.00,1
Bernal Heights ❤️ w/Parking 10min. DWNTWN SF,37.73283,-122.42755,House,Entire home/apt,10,$345.00,52
Exclusive 1BR San Francisco Apt W/ Stunning Views,37.77201,-122.39192,Apartment,Entire home/apt,3,$279.00,0
Lux 1BR Apt in San Francisco + Upscale Amenities,37.7736,-122.39115,Apartment,Entire home/apt,3,$129.00,1
Mission Bay 1BR Apt Next to Hospital Campus & Corp,37.77312,-122.39066,Apartment,Entire home/apt,3,$139.00,0
Ultra Lux Furnished 1BR Apt Downtown San Francisco,37.7751,-122.38985,Apartment,Entire home/apt,3,$139.00,0
Downtown San Francisco 1BR Apt W/ Stunning Views!,37.77548,-122.39108,Apartment,Entire home/apt,3,$139.00,0
Large Edwardian Flat- Near Little Italy,37.80213,-122.40793,Condominium,Entire home/apt,2,$200.00,2
Mission Bay 1BR Furnished Apt Close to AT&T Park!,37.77344,-122.39135,Apartment,Entire home/apt,3,$149.00,0
3BR: Spacious Urban Living Financial Dist (36-3),37.79304,-122.40739,Apartment,Entire home/apt,7,$200.00,6
ROAM SF: Suite in Iconic Alamo Sq Mansion,37.77716,-122.43428,Boutique hotel,Private room,2,$200.00,18
ROAM SF: Unique Living Experience Alamo Sq,37.77682,-122.43281,Boutique hotel,Private room,2,$200.00,18
311D Private Room in Super Convenient Area Room D,37.78187,-122.46295,House,Private room,2,$100.00,145
Contemporary Private Home 1Bd 1Ba LivingRm Kitchen,37.73362,-122.48529,House,Entire home/apt,3,$139.00,21
Charming Nob Hill Studio,37.78866,-122.41608,Condominium,Entire home/apt,2,$140.00,1
Comfortable Hotel Style Suite in Union Square,37.79121,-122.40736,Serviced apartment,Entire home/apt,2,$95.00,24
Pleasant Hotel Style Suite in Union Square,37.79207,-122.40887,Serviced apartment,Entire home/apt,2,$95.00,8
Chic Victorian in Alamo Square/NOPA,37.77795,-122.44134,House,Entire home/apt,11,$350.00,44
Nob Hill/Union Square - WorldMark Studio Condo,37.79028,-122.4081,Boutique hotel,Private room,2,$250.00,2
Hip Design-Savvy Home in Bayview,37.73304,-122.39402,House,Private room,2,$100.00,51
Spacious Union Square Hotel Style Suite,37.78898,-122.40956,Serviced apartment,Entire home/apt,4,$115.00,0
Deluxe San Francisco Studio + Upscale Amenities,37.77174,-122.39324,Apartment,Entire home/apt,3,$129.00,0
Modern San Francisco studio With Magnificent Views,37.77319,-122.39242,Apartment,Entire home/apt,3,$149.00,0
Cozy Studio on Buena Vista Park (Haight Ashbury),37.77104,-122.43842,Guest suite,Entire home/apt,2,$170.00,60
Spacious Comfortable Private Master Suite,37.74793,-122.48482,House,Private room,2,$100.00,28
Sunset Suite  (private room with en-suite bath),37.75383,-122.50317,House,Private room,2,$149.00,4
Sonder | Beale Apartments | Vibrant 2BR + Balcony,37.78701,-122.39268,Apartment,Entire home/apt,4,$215.00,1
Bayview Garden studio,37.73672,-122.39209,Guesthouse,Entire home/apt,1,$60.00,6
Mission Bay 1BR Apt Close to Union Square,37.77409,-122.3902,Apartment,Entire home/apt,3,$149.00,0
Red Victorian - Bunk #1 in shared Poster Room,37.77057,-122.45025,Hostel,Hotel room,1,$50.00,37
Red Victorian - Bunk #2 in shared Poster Room,37.7701,-122.44939,Hostel,Hotel room,1,$50.00,49
Red Victorian - Bunk #3 in shared Poster Room,37.76893,-122.44958,Hostel,Hotel room,1,$50.00,48
Red Victorian - Bunk #4 in shared Poster Room,37.77003,-122.45012,Hostel,Hotel room,1,$50.00,49
Upscale Medical 1BR Apt in SOMA+Upscale Amenities!,37.77982,-122.40248,Apartment,Entire home/apt,3,$249.00,0
Upscale 2BR Apt in SOMA + Upscale Amenities!,37.77917,-122.40302,Apartment,Entire home/apt,5,$169.00,0
Folsom Street Lux 2BR Apt - Prime Location!,37.77874,-122.40434,Apartment,Entire home/apt,5,$179.00,0
Private Room in the Heart of Mission District,37.75714,-122.4206,House,Private room,2,$100.00,78
Spacious 3 bedroom home - easy access to Moscone,37.70893,-122.46626,Apartment,Entire home/apt,5,$585.00,1
Historic Victorian at Hayes Valley & Lower Haight,37.76997,-122.42968,Condominium,Entire home/apt,5,$550.00,18
Amazing Top Floor Studio w/ Views of SF!,37.78613,-122.41502,Apartment,Entire home/apt,2,$89.00,1
Sunny and Calm SF House,37.71496,-122.40277,House,Entire home/apt,5,$225.00,7
Excellent Union Square Location-Great Hotel Suite,37.79212,-122.40786,Serviced apartment,Entire home/apt,2,$95.00,20
4beds and 2bath w/ Private Entrance and Parking!,37.71507,-122.40213,House,Entire home/apt,8,$480.00,14
Comfy Private Room with bath parking [2],37.71211,-122.44261,House,Private room,2,$95.00,3
Elegant Unit in a Special Location,37.80402,-122.40758,Apartment,Entire home/apt,5,$400.00,0
MIMI’S MODERN GEM IN SF: HUGE HSE 4 BDR/2 BA!!!,37.71226,-122.45912,House,Entire home/apt,5,$250.00,17
Nob Hill Luxury 2BR/2BA,37.79195,-122.40987,Condominium,Entire home/apt,2,$400.00,5
Cozy private bedroom with a queen size bed,37.77872,-122.50968,House,Private room,2,$55.00,8
ONE BEDROOM WITH SPECTACULAR VIEWS IN PAC HEIGHTS,37.79401,-122.42942,Apartment,Entire home/apt,2,$168.00,0
THE DONATELLO IN UNION SQUARE-SLEEPS 4,37.78751,-122.40983,Hotel,Private room,4,$199.00,30
Spacious Loft Private Roofdeck Cozy Garden Home,37.7473,-122.43224,House,Private room,2,$100.00,0
Brand new studio with a view,37.77043,-122.4063,Apartment,Entire home/apt,3,$190.00,1
New! Large Suite Close to Everything w Parking,37.79565,-122.42486,Guest suite,Entire home/apt,6,$459.00,164
Stylish Victorian in SF Mission STR (Phone number hidden by Airbnb),37.76684,-122.41743,Apartment,Entire home/apt,6,$400.00,34
Union Square/Nob Hill Timeshare- Sleeps 4 2 Bath,37.78966,-122.40732,Boutique hotel,Private room,4,$325.00,0
Nob Hill/Union Square Timeshare- Sleeps 4 2 Bath,37.78973,-122.40777,Boutique hotel,Private room,4,$325.00,0
Modern Designer Room in basement.,37.71165,-122.46382,Bed and breakfast,Private room,2,$50.00,28
Skyview SF. Entire House with a Sunset View.,37.75276,-122.4505,House,Entire home/apt,8,$589.00,53
Spacious bright Dream Room.,37.77568,-122.43997,Apartment,Private room,2,$159.00,58
Urban Oasis in SOMA!,37.77853,-122.40631,Condominium,Entire home/apt,2,$123.00,3
Spacious Bdrm in Large Sunny SF Home w/ Bay Views,37.72902,-122.38249,House,Private room,2,$79.00,14
Filbert steps - Entire Place,37.80296,-122.40472,Apartment,Entire home/apt,6,$450.00,13
Gorgeous Room 2BR/1BA Great Location ALAMO Square,37.77869,-122.4375,Apartment,Private room,2,$104.00,1
Sunny Castro Garden Apartment Sleeps 5,37.76042,-122.43114,Apartment,Private room,5,$130.00,31
Private room in Penthouse with fireplace R,37.78249,-122.44368,Apartment,Private room,1,$55.00,2
Large Full House Victorian: 6 Bedrooms Hot Tub,37.78023,-122.44046,Condominium,Entire home/apt,14,$1400.00,12
Gorgeous Recently Renovated Noe Home,37.74704,-122.42895,House,Entire home/apt,6,$200.00,12
Modern and comfortable remodeled in-law in Sunset.,37.75971,-122.49554,Guest suite,Entire home/apt,2,$100.00,6
Comfortable Mid-Century Apt w/parking,37.79263,-122.43647,Condominium,Entire home/apt,2,$137.00,1
Modern Luxury SF flat w/ garden & amazing location,37.77213,-122.43245,Apartment,Entire home/apt,5,$499.00,0
Bright room near Golden Gate Park & UCSF,37.76071,-122.48011,Apartment,Private room,3,$100.00,119
Historic Mission 1x1 w/ Charm and Character,37.75393,-122.42334,Apartment,Entire home/apt,3,$105.00,1
Modern Unit w/Patio Hot tub Fire pit -Market St!,37.7548,-122.44355,Guesthouse,Entire home/apt,4,$279.00,33
Union Square/Nob Hill Timeshare- 2 Bath Sleeps 4,37.78959,-122.40587,Boutique hotel,Private room,4,$275.00,0
Cozy Room in Castro/Duboce Triangle!,37.76655,-122.4346,Apartment,Private room,1,$50.00,0
Beautiful studio in the heart of Haight-Ashbury,37.76735,-122.44844,Guest suite,Entire home/apt,4,$300.00,156
Welcoming 1 Bedroom Near Union Square,37.78738,-122.4173,Apartment,Entire home/apt,2,$181.00,1
Beautiful Studio in Trendy Lower Nob Hill,37.78748,-122.41657,Apartment,Entire home/apt,2,$139.00,0
Bright Studio near Financial District,37.78795,-122.41655,Apartment,Entire home/apt,2,$139.00,2
Charming 1 Bedroom Walking Distance to Downtown,37.78879,-122.41549,Apartment,Entire home/apt,2,$155.00,1
Lovely Studio in Walking Distance to Union Square,37.78786,-122.41704,Apartment,Entire home/apt,2,$140.00,2
Comfortable Studio very close to Union Square,37.78811,-122.41569,Apartment,Entire home/apt,2,$138.00,1
Furnished Studio in Trendy Neighborhood,37.78916,-122.41594,Apartment,Entire home/apt,2,$132.00,3
Cozy Studio in Convenient Location,37.78921,-122.41599,Apartment,Entire home/apt,2,$132.00,1
Sunny room near Golden Gate Park & UCSF,37.76061,-122.47955,Apartment,Private room,3,$100.00,134
Bright/Remodeled Studio in Heart of Downtown!,37.78422,-122.41526,Apartment,Entire home/apt,2,$88.00,3
Cosmopolitan Gem in a Pacific Heights Victorian,37.78681,-122.43866,Condominium,Entire home/apt,2,$150.00,4
Fantastic room in the Outer Richmond district!,37.7781,-122.50226,House,Private room,2,$81.00,169
Large room near Golden Gate Park & UCSF,37.76242,-122.47869,Apartment,Private room,5,$120.00,126
Beautifully Newly Design District Apartment,37.77155,-122.4029,Condominium,Private room,2,$169.00,37
Comfy Room in Spacious Penthouse Apartment,37.7775,-122.43791,Condominium,Private room,1,$150.00,38
♕ Spacious and Stylish Four Bedroom City Escape ♕,37.74264,-122.43178,House,Entire home/apt,8,$600.00,44
Large Luxury Penthouse: Spectacular Views Hot Tub,37.77942,-122.44108,Condominium,Entire home/apt,6,$450.00,5
Winding Way,37.7097,-122.4377,House,Private room,2,$90.00,7
Lovely ocean and park side house,37.76424,-122.50379,House,Private room,2,$85.00,111
Room & bath in renovated historic Edwardian home,37.74691,-122.41692,Apartment,Private room,2,$234.00,9
Bedroom Balcony w/Panoramic Ocean Views + GG Park,37.75466,-122.49092,House,Private room,2,$120.00,1
Entire 2 BR with sunny patio and private entrance,37.77513,-122.40788,Apartment,Entire home/apt,6,$300.00,6
In-Law Just a Short Stroll to Subway Station & Castro Street,37.7583,-122.43464,Guest suite,Entire home/apt,4,$300.00,111
Newly renovated  home in  prestigious Noe Valley!,37.74658,-122.42495,House,Entire home/apt,6,$389.00,24
Historic Victorian home in Lower Haight,37.77049,-122.42917,House,Private room,5,$174.00,19
Spacious Artistic Home: Open Layout w/Garden,37.75655,-122.41238,Condominium,Entire home/apt,4,$350.00,14
Sunny cozy house in Bernal Heights with backyard,37.74041,-122.41082,House,Entire home/apt,4,$350.00,17
Modern -Amazing ViewsRooftopDeck Hot Tub Patio!,37.75444,-122.44304,House,Entire home/apt,4,$655.00,1
Spacious and sunny apartment near park,37.77146,-122.4319,Apartment,Entire home/apt,3,$140.00,9
Panoramic Views of SF,37.80045,-122.41976,Apartment,Entire home/apt,5,$256.00,1
Nob Hill/Union Square- WorldMark Timeshare Studio,37.78984,-122.40785,Boutique hotel,Private room,2,$225.00,3
Union Square/Nob Hill Studio-Convention Convenient,37.7895,-122.40625,Boutique hotel,Private room,2,$225.00,2
Lovely Bedroom in Sunset By Beach Park and Zoo,37.74534,-122.49105,House,Private room,2,$69.00,69
San Francisco 1 bedroom apartment,37.71041,-122.44738,Apartment,Entire home/apt,4,$160.00,31
Bright & Spacious Home Heart of SF-1 Private BR,37.77362,-122.44645,Condominium,Private room,2,$125.00,5
Elegant Victorian Apartment near Alamo Square,37.77499,-122.43154,Apartment,Entire home/apt,6,$800.00,13
An Architect's Modern Loft,37.7724,-122.421,Apartment,Entire home/apt,2,$250.00,10
Lovely Remodeled Studio w/ Office,37.78403,-122.41573,Apartment,Entire home/apt,2,$84.00,0
Convenient Downtown Studio,37.78431,-122.40998,Apartment,Entire home/apt,2,$80.00,2
Studio Apartment in the Heart of the City,37.79183,-122.40764,Apartment,Entire home/apt,2,$142.00,1
Studio Apartment close to Chinatown,37.79168,-122.40793,Apartment,Entire home/apt,2,$142.00,1
