name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
❤️ A Loft To Love ❤️ Spacious Loft Bedroom ❤️ Views ❤️ W/D,37.7555,-122.39986,Other,Private room,2,$269.00,4
❤️ A Room In A Loft To Love ❤️ Spacious Deck ❤️ W/D,37.75531,-122.39954,Other,Private room,2,$199.00,10
❤️Beautiful Victorian in the Heart of San Fran ❤️,37.77063,-122.43112,House,Private room,3,$79.00,69
Spacious two bedroom suite in quaint neighborhood,37.74065,-122.46497,Guest suite,Entire home/apt,4,$220.00,53
SoMa Studio near Tech HQs,37.77382,-122.41245,Apartment,Entire home/apt,2,$128.00,1
Studio in Walkable Location,37.77294,-122.41243,Apartment,Entire home/apt,2,$128.00,0
Delightful Studio Apartment in San Francisco,37.7742,-122.4131,Apartment,Entire home/apt,2,$128.00,0
Quiet Sunlit Work/Live Private Bedroom in SF,37.73036,-122.41852,House,Private room,1,$90.00,0
Spacious Bdrm in Large Sunny SF Home w/ Bay Views,37.7313,-122.38267,House,Private room,2,$69.00,4
2BR Ocean Beach Sanctuary,37.75506,-122.50491,Apartment,Entire home/apt,5,$138.00,1
SFSU - Lake Merced private cozy rm w/private entry,37.73102,-122.48915,House,Private room,1,$50.00,1
Startup House SF Downtown - Private Room,37.78832,-122.41611,Apartment,Private room,1,$55.00,1
⭐Best Location Comfort Stay ⭐Walk&Subway All SF ⭐,37.76968,-122.43097,House,Private room,3,$79.00,63
Spacious sun raise facing studio in the Nob Hill,37.78898,-122.41897,Apartment,Entire home/apt,1,$94.00,0
Great one bedroom hotel suite in Union Square,37.79015,-122.40625,Serviced apartment,Entire home/apt,3,$99.00,1
Near Moscone Great for shows! Downtown SF loft,37.78066,-122.39807,Loft,Private room,1,$199.00,31
Bright & Spacious Noe Valley home w/view,37.74708,-122.43636,Apartment,Entire home/apt,2,$100.00,17
Haas CoLiving Neighborhood,37.75884,-122.38984,Apartment,Shared room,4,$50.00,1
Amazing Studio w/ GG Bridge Views!,37.80101,-122.42182,Apartment,Entire home/apt,2,$160.00,1
A  room in Victorian house in Haight-Ashbury .,37.76898,-122.45057,Condominium,Private room,2,$64.00,27
Quiet room in sunny San Francisco neighborhood,37.73558,-122.39913,House,Private room,2,$90.00,10
Bright & Relaxing Pacific Heights/Cow Hollow flat,37.79709,-122.42993,Apartment,Private room,2,$350.00,0
Close to everything - Luxury Condo,37.77318,-122.40272,Apartment,Entire home/apt,4,$250.00,19
Iconic SF Scene Historic Exteriors City Views,37.7915,-122.40855,Apartment,Entire home/apt,3,$150.00,0
Luxe Garden Suite in the Heart of NoPa District,37.77501,-122.44462,Guest suite,Entire home/apt,3,$198.00,55
#3Nob Hill penthouse Q bed and jack/Jill Bathroom,37.79084,-122.40887,House,Private room,3,$120.00,61
Cozy Garden Cottage -easy access to SF and airport,37.72138,-122.40135,Guesthouse,Entire home/apt,3,$124.00,50
Bayview Master Suite- Private deck stunning views,37.71965,-122.3946,House,Private room,2,$100.00,15
SuperHosts' 5★ Fez Room❤️Pvt.BathBfastParkingWD,37.76211,-122.40492,House,Private room,2,$69.00,48
The Aquatic Park Place / Sleeps Three,37.80529,-122.42183,Apartment,Entire home/apt,3,$800.00,4
Dogpatch/Mission-Bay private room with bath,37.75955,-122.38946,House,Private room,1,$90.00,22
Lovely home in San Francisco!,37.72259,-122.39804,House,Entire home/apt,5,$175.00,45
Sonder | Waller Park | Central 1BR + Balcony,37.77118,-122.42542,Apartment,Entire home/apt,2,$177.00,0
Sonder | Laguna | Serene 1BR + Balcony,37.77178,-122.42594,Apartment,Entire home/apt,2,$142.00,0
Sonder | The Buchanan | Modern 1BR + Rooftop,37.77104,-122.42676,Apartment,Entire home/apt,2,$186.00,0
Sonder | Waller Park | Sunny 1BR + Rooftop,37.77107,-122.42582,Apartment,Entire home/apt,2,$191.00,0
Light and Bright Studio on Potrero Hill,37.75463,-122.39918,Condominium,Private room,2,$150.00,4
Sonder | Hayes Valley | Bold 1BR + Balcony,37.77052,-122.42739,Apartment,Entire home/apt,2,$136.00,1
Luxury modern condo,37.79217,-122.41223,Condominium,Entire home/apt,6,$900.00,0
Spacious stylish cozy 1 bedroom  in Potrero Hill,37.75997,-122.39314,House,Entire home/apt,2,$160.00,30
Discounted Union Square Hotel,37.78972,-122.40673,Boutique hotel,Hotel room,2,$200.00,0
Discounted Union Square Hotel,37.78963,-122.40678,Boutique hotel,Hotel room,2,$200.00,0
Discounted Union Square Hotel,37.78952,-122.40678,Boutique hotel,Hotel room,2,$200.00,1
Discounted Union Square Hotel,37.78995,-122.4081,Boutique hotel,Hotel room,2,$200.00,1
Discounted Union Square Hotel,37.78952,-122.40664,Boutique hotel,Hotel room,2,$200.00,1
Discounted Union Square Hotel,37.78973,-122.40602,Boutique hotel,Hotel room,2,$200.00,0
Discounted Union Square Hotel,37.7902,-122.40791,Boutique hotel,Hotel room,2,$200.00,1
Discounted Union Square Hotel,37.78943,-122.40741,Boutique hotel,Hotel room,2,$200.00,0
Discounted Union Square Hotel,37.7894,-122.40605,Boutique hotel,Hotel room,2,$200.00,0
Discounted Union Square Hotel,37.79013,-122.40613,Boutique hotel,Hotel room,2,$200.00,1
Discounted Union Square Hotel - 1 bedroom,37.78932,-122.40783,Boutique hotel,Hotel room,4,$200.00,0
Discounted Union Square Hotel - 1 bedroom,37.78984,-122.40788,Boutique hotel,Hotel room,4,$200.00,0
Discounted Union Square Hotel - 1 bedroom,37.78979,-122.40751,Boutique hotel,Hotel room,4,$200.00,0
4 BR Happy Family Home ⭐️ Views ⭐️ Deck ⭐️ Parking ⭐️ BBQ,37.72792,-122.44029,House,Entire home/apt,7,$499.00,2
Modern New place & furnished  for Long term stay,37.7267,-122.41995,Guest suite,Private room,1,$65.00,43
Red Victorian - Private room Hole in the Wall,37.77034,-122.45034,Hostel,Hotel room,4,$100.00,20
Upper Noe Nest,37.74888,-122.44259,Guest suite,Entire home/apt,1,$100.00,0
Downtown Collection | Private Room,37.78599,-122.41057,Hostel,Private room,1,$59.00,1
Private bedroom + new bathroom in charming SF apt!,37.76923,-122.43085,Apartment,Private room,2,$125.00,27
Nice Cozy 3rd Floor Lots of Natural Light,37.73709,-122.42559,Apartment,Entire home/apt,6,$130.00,14
Dreamforce Deluxe Union Square Suite # 6,37.78865,-122.41381,Apartment,Entire home/apt,4,$1200.00,1
2 Beds★Golden Gate Park★Walkout Balcony★Great Area,37.78396,-122.4625,Apartment,Entire home/apt,4,$150.00,27
Dreamforce Deluxe Union Square Suite # 13,37.78936,-122.41227,Apartment,Entire home/apt,4,$300.00,1
Dreamforce Deluxe Union Square Suite # 8,37.78871,-122.41306,Apartment,Entire home/apt,4,$1200.00,0
Startup House SF Downtown - Private Room,37.78668,-122.41604,Apartment,Private room,1,$55.00,0
Dreamforce Deluxe Union Square Suite # 9,37.78856,-122.41354,Apartment,Entire home/apt,4,$1200.00,0
Dreamforce Deluxe Union Square Suite # 5,37.78818,-122.41333,Apartment,Entire home/apt,4,$1200.00,0
Red Victorian - Dawn Top Bunk Hole in the Wall,37.76878,-122.44888,Hostel,Hotel room,1,$50.00,8
Red Victorian - Dusk Bottom Bunk Hole in the Wall,37.76982,-122.44911,Hostel,Hotel room,1,$50.00,16
Dreamy Lower Pacific Heights 1BR w/ Gym + Pool by Blueground,37.78572,-122.43547,Apartment,Entire home/apt,2,$192.00,0
SuperHosts' 5★ Garden Room -Pvt.Bath❤️BfastParkng,37.76108,-122.40545,House,Private room,2,$69.00,41
SuperHosts' 5★DC★Room -Pvt.Bath❤️BfastParkingW/D,37.76203,-122.40517,House,Private room,2,$69.00,55
Haight Ashbury Coliving Community #5,37.76886,-122.44824,House,Shared room,3,$33.00,2
2BR: Modern Living @ Mid-Market Downtown (S-C),37.77694,-122.40975,Apartment,Entire home/apt,2,$110.00,1
Stunning Private Room and Bath,37.77391,-122.40807,House,Private room,2,$135.00,16
Elegant private room in trendy NOPA neighborhood !,37.77362,-122.44549,Condominium,Private room,2,$162.00,1
Charming Lower Nob Hill Studio near Trader Joe's by Blueground,37.7875,-122.41593,Apartment,Entire home/apt,2,$193.00,1
Artist Apartment with Views,37.75736,-122.40135,Apartment,Entire home/apt,2,$250.00,24
Master Bedroom with View of the entire Bay,37.73071,-122.37104,Townhouse,Private room,2,$80.00,0
Castro - Noe Apartment - 1BED 1BATH,37.75664,-122.43087,Apartment,Entire home/apt,2,$123.00,0
Ivy Street Furnished House,37.77624,-122.4233,House,Entire home/apt,4,$187.00,5
A quiet comfortable place after a day on the bay,37.73304,-122.45707,House,Private room,1,$80.00,14
Immaculate modern spacious and quiet Bernal flat,37.73496,-122.42508,Apartment,Entire home/apt,3,$189.00,13
Downtown Residences | Double Room for Male,37.78618,-122.41042,Hostel,Shared room,1,$28.00,0
Spacious quiet 1BR oasis near GG Park & UCSF,37.75946,-122.46871,Guest suite,Entire home/apt,3,$84.00,54
Monthly Piravte Room-Shared Bath near Downtown !6,37.78247,-122.40918,Aparthotel,Private room,2,$78.00,1
Cozy studio w/ great access to transit & shops,37.71679,-122.45386,Guest suite,Entire home/apt,2,$74.00,11
Attractive warm central and modern apartment!,37.76712,-122.42436,Apartment,Entire home/apt,2,$175.00,0
Large NOPA apartment,37.77797,-122.43848,Apartment,Entire home/apt,2,$112.00,0
#3 private roomquiet and cozy,37.74904,-122.48081,House,Private room,2,$50.00,3
#2 private roomocean view cozy.,37.74846,-122.47812,House,Private room,2,$55.00,1
#1 share room A,37.74801,-122.48241,House,Shared room,2,$38.00,4
Smart 1BR Hayes Valley w/Gym near Muni lightrail by Blueground,37.77316,-122.42626,Apartment,Entire home/apt,2,$231.00,0
Cole Valley Lower,37.76299,-122.45025,Apartment,Entire home/apt,2,$135.00,1
Bright Contemporary Loft in the Heart of SoMa,37.77227,-122.40676,Loft,Entire home/apt,2,$180.00,24
Private One Bed One Bath room in Quiet Mission Bay,37.77085,-122.39264,Apartment,Private room,1,$100.00,0
Walk to Bus NOPA HaightGrocery Store Cafe,37.77412,-122.44913,Apartment,Entire home/apt,6,$169.00,0
The Archive - private room in SF coliving house,37.76534,-122.42693,House,Private room,2,$74.00,3
Peaceful & stylish apt in the heart of Noe Valley,37.75265,-122.43356,Apartment,Entire home/apt,3,$200.00,15
Fantastic hacker house in North Beach SF.,37.80044,-122.4116,Villa,Shared room,1,$33.00,3
Awesome Villa for Digital Nomads in North Beach.,37.80077,-122.41097,Villa,Shared room,1,$31.00,1
Noe Valley 2 Bedroom,37.75138,-122.43057,Apartment,Entire home/apt,4,$169.00,0
Comfortable and Spacious Richmond Townhouse,37.77657,-122.50248,Townhouse,Entire home/apt,5,$140.00,1
A Quiet Home after Exhilarating Day on the Bay.,37.73329,-122.45684,House,Private room,2,$150.00,11
Run in Golden Gate Park Stargaze in Idyllic Condo,37.77407,-122.44556,Condominium,Private room,2,$72.00,30
Sonder | 1550 Bay | Warm 1BR + Gym,37.80289,-122.43146,Apartment,Entire home/apt,2,$151.00,0
Startup House SF Downtown - Private Room,37.78795,-122.41473,Apartment,Private room,1,$55.00,2
Startup House SF Downtown - Private Room,37.78648,-122.41663,Apartment,Private room,1,$55.00,0
Startup House SF Downtown - Private Room,37.78789,-122.41622,Apartment,Private room,1,$55.00,1
End of Day,37.74342,-122.43547,Apartment,Private room,2,$75.00,37
Large & Private: Entry Bath Bedroom Living Room,37.75921,-122.40655,House,Private room,4,$125.00,49
Sonder | 1550 Bay | Lovely 1BR + Gym,37.80403,-122.43185,Apartment,Entire home/apt,2,$154.00,1
Sonder | 1550 Bay | Sleek 1BR + Gym,37.80288,-122.43135,Apartment,Entire home/apt,2,$151.00,1
Sonder | 1550 Bay | Ideal 1BR + Gym,37.80316,-122.43343,Apartment,Entire home/apt,2,$151.00,0
Contemporary 3b/2b Retreat In Heart of SF,37.75676,-122.45636,Guest suite,Entire home/apt,6,$1200.00,14
Nob Hill Garden Apartment,37.79295,-122.41687,Apartment,Entire home/apt,2,$200.00,3
NEW! Master Bedroom in the Heart of Downtown SF,37.78859,-122.41512,Apartment,Private room,2,$199.00,39
Beautiful en-suite bedroom atop Nob Hill,37.79358,-122.41327,Condominium,Private room,2,$150.00,28
Hidden Gem with San Francisco Charm,37.73603,-122.44017,House,Entire home/apt,7,$164.00,23
Modern Sunset Suite (+King bed) by GG Park,37.75796,-122.48583,House,Entire home/apt,4,$169.00,70
Newly Remodeled Guest Suite in Prime Location,37.78441,-122.46412,Guest suite,Entire home/apt,2,$115.00,42
Room1,37.73845,-122.3995,House,Private room,2,$70.00,60
ROOM 2,37.73846,-122.39797,House,Private room,2,$63.00,72
ROOM 3,37.73744,-122.39769,House,Private room,2,$63.00,74
TRIPLE ROOM A,37.73886,-122.39908,House,Private room,3,$90.00,50
KING ROOM B,37.73709,-122.39755,House,Private room,2,$85.00,43
UCSF/golden gate park cozy sunny private room/63bb,37.76482,-122.4776,Apartment,Private room,1,$54.00,1
Sunny 1BR SoMa w/ High ceilings Skylight + Gym by Blueground,37.77578,-122.41221,Apartment,Entire home/apt,2,$168.00,0
Private Room in Vibrant Mission District,37.75076,-122.42197,Apartment,Private room,2,$120.00,32
Great 1 Bedroom Apt in Central Location,37.76582,-122.44926,Apartment,Entire home/apt,2,$162.00,1
Red Victorian - Private room 1/2 bath Night Duty,37.7689,-122.4488,Hostel,Hotel room,2,$100.00,16
Walk to Golden Gate Park. View of SF. 3BD/2BA,37.77682,-122.48735,Apartment,Entire home/apt,8,$549.00,6
Cozy 1BR Nob Hill w/ Gym short walk to Union Sq by Blueground,37.78999,-122.41077,Apartment,Entire home/apt,2,$259.00,0
Private Bedroom across from Cow Palace 2,37.70955,-122.41866,House,Private room,2,$50.00,26
#2Nob Hill Q bed and sofa bed private bathroom 大套房,37.79116,-122.40827,House,Private room,4,$120.00,49
Wyndham Canterbury at San Francisco 1 bedroom 2A,37.78863,-122.41225,Condominium,Entire home/apt,4,$229.00,3
Wyndham Canterbury at San Francisco 1 bedroom 3A,37.78961,-122.41171,Condominium,Entire home/apt,4,$229.00,3
Wyndham Canterbury at San Francisco 1 bedroom 4A,37.78927,-122.41345,Condominium,Entire home/apt,4,$229.00,2
Wyndham Canterbury at San Francisco 1 bedroom 5A,37.78928,-122.41238,Condominium,Entire home/apt,4,$229.00,2
Wyndham Canterbury at San Francisco 1 bedroom 6A,37.78834,-122.4135,Condominium,Entire home/apt,4,$229.00,1
Luxury Penthouse,37.78649,-122.3911,Condominium,Entire home/apt,5,$299.00,2
Beautiful room in an 1890 Noe Valley Victorian,37.74868,-122.42625,House,Private room,2,$75.00,63
Ocean Beach Getaway - Parking/Museum Passes,37.73579,-122.50578,House,Private room,2,$189.00,110
Private remodeled Studio with private bath,37.72953,-122.41121,Guest suite,Entire home/apt,2,$100.00,64
Bright Private Room A1. Long term stays welcome!,37.73288,-122.39179,House,Private room,2,$60.00,0
Bright Recently renovated Family home with Garden & Garage,37.71903,-122.40299,Guest suite,Entire home/apt,6,$199.00,35
Tranquil chic loft heart of SF with amazing views,37.75696,-122.44471,House,Entire home/apt,4,$190.00,19
Inn at the Opera_,37.77959,-122.4215,Apartment,Entire home/apt,2,$245.00,16
Centrally located sunny clean & cozy 1bd/1ba flat,37.77022,-122.42795,Apartment,Entire home/apt,2,$250.00,23
Expansive Luxury SoMa Apartment,37.77111,-122.40259,Apartment,Private room,2,$150.00,24
Loft Living in the Lower Haight,37.77113,-122.43255,Condominium,Private room,2,$130.00,8
ROOM @ Japantown,37.78633,-122.42619,Boutique hotel,Entire home/apt,2,$250.00,4
Large Sunny Bedroom - Queen Bed,37.73103,-122.39717,House,Private room,2,$48.00,3
Private Room & City Views in Luxury Building (2/2),37.77245,-122.40316,Apartment,Private room,2,$120.00,2
Private Apartment in Bernal Heights,37.7403,-122.42247,Apartment,Entire home/apt,3,$200.00,14
Downtown Collection | Double Room,37.7861,-122.4103,Hostel,Shared room,1,$27.00,1
Downtown Collection | Quadruple Female Room #C,37.78592,-122.41036,Hostel,Hotel room,1,$19.00,2
Fisherman's Warf 2 Bedroom View Flat Roof deck,37.80489,-122.4214,Apartment,Entire home/apt,4,$350.00,49
Heated bath floor/Private room w/Queen Tempurpedic,37.77178,-122.43785,Apartment,Private room,2,$105.00,64
Nob Hill 1 Bedroom near Downtown and FiDi,37.79104,-122.40808,Apartment,Entire home/apt,2,$165.00,0
Fabulous 1 Bedroom in Nob Hill,37.79175,-122.40993,Apartment,Entire home/apt,2,$158.00,0
Central Bright XL 2 Bdr House Near GGP w/ Garden,37.77707,-122.46023,House,Entire home/apt,5,$250.00,2
Large Room in Great Central Location - 30 Day Min.,37.75847,-122.41285,House,Private room,1,$60.00,2
Modern apartment in SF beautiful Potrero Hill,37.75776,-122.39769,Apartment,Entire home/apt,4,$125.00,2
Beautiful decorated 2 large bedrooms in SF,37.71277,-122.43614,House,Private room,4,$138.00,37
#1 room B,37.74926,-122.48153,House,Private room,2,$50.00,3
#4NobHill penthouse Q bed and jack/Jill bathroom,37.79086,-122.40802,House,Private room,3,$120.00,46
Monthly Piravte Room-Shared Bath near Downtown !7,37.78081,-122.41069,Aparthotel,Private room,2,$81.00,1
A lovely two bedroom apartment on the first floor.,37.77314,-122.50257,Apartment,Entire home/apt,5,$225.00,16
Spacious - Union Square Hotel Style Suite,37.78705,-122.4112,Serviced apartment,Entire home/apt,3,$115.00,3
Cool Pad with Patio & Sun Filled Living Room & Parking,37.76468,-122.44076,Apartment,Entire home/apt,2,$110.00,2
Cozy 2BD/1BA w Beautiful View,37.70867,-122.45549,House,Entire home/apt,7,$200.00,56
Clean Room in Great Central Location - 30 Day Min.,37.7591,-122.41358,House,Private room,1,$55.00,1
Perfect Castro Dolores 2 bedrooms w Stunning View,37.76039,-122.4327,Condominium,Entire home/apt,2,$350.00,3
Noe Valley Oasis w/ Private Entrance Ensuite Bath,37.74194,-122.43342,House,Private room,2,$117.00,31
Chic Light-Filled Condo & Backyard Oasis in Mission-Dolores,37.76734,-122.42587,Condominium,Entire home/apt,3,$250.00,19
Brand New Luxury Studio Apartment in Heart of SOMA,37.7828,-122.39986,Apartment,Entire home/apt,3,$145.00,1
Quiet Home Central Near Restaurants and Playground,37.77673,-122.43366,Earth house,Entire home/apt,5,$600.00,2
Luxury spacious bright Edwardian 2br in NoPa,37.78214,-122.44017,Condominium,Entire home/apt,6,$359.00,0
Classic Ocean Beach House Hot Tub - 3BR,37.77581,-122.50848,House,Entire home/apt,7,$900.00,3
Premium 1BR Hayes Valley w/ Gym + W/D near Muni by Blueground,37.77597,-122.42557,Apartment,Entire home/apt,2,$271.00,0
Hip Hayes Valley Studio w/ Gym + W/D near Muni by Blueground,37.77584,-122.42412,Apartment,Entire home/apt,2,$194.00,0
Cozy Apt by Dolores Park,37.76032,-122.42918,Apartment,Entire home/apt,6,$300.00,9
Noe Valley Modern,37.75137,-122.43431,House,Shared room,1,$64.00,3
Beautiful 1BR Condo in SF with Gym,37.78663,-122.38988,Condominium,Entire home/apt,2,$178.00,0
Large Two Bedroom Flat in Cole Valley,37.76188,-122.44699,House,Entire home/apt,4,$165.00,1
Large Furnished Room For Rent in Inner Richmond,37.78469,-122.47823,House,Private room,1,$50.00,2
Chic Affordable 3 Bdrm Gem in Trendy Hayes Valley,37.77565,-122.42819,Apartment,Entire home/apt,5,$165.00,1
Refuge of calm and comfort in the city,37.7587,-122.38999,House,Private room,1,$90.00,17
Entire Flat/Bedroom Location! Walk! Eat Local!,37.764,-122.39462,House,Private room,2,$149.00,37
Kathy’s Guest Studio,37.74685,-122.49221,Guest suite,Entire home/apt,3,$129.00,31
Dreamforce Deluxe Union Square Suite # 10,37.78829,-122.41229,Apartment,Entire home/apt,4,$1200.00,0
Dreamforce Deluxe Union Square Suite # 12,37.78858,-122.41331,Apartment,Entire home/apt,4,$298.00,0
Dreamforce Deluxe Union Square Suite # 11,37.78814,-122.41237,Apartment,Entire home/apt,4,$1200.00,2
2 Bedroom House - Cow Hollow,37.79866,-122.43109,Condominium,Entire home/apt,4,$155.00,7
Victorian Studio in Noe Valley Close to 24th St Shopping & Transportation,37.74999,-122.43619,Apartment,Entire home/apt,2,$250.00,4
Long-term Alamo Square 1Bd/ 1Ba with parking.,37.77886,-122.433,Condominium,Entire home/apt,2,$200.00,0
Newly Built 3-BR Unit Near Golden Gate Park!,37.75726,-122.4812,Guest suite,Entire home/apt,7,$215.00,62
Private guest space with full bath and kitchenette,37.73633,-122.42113,Guest suite,Entire home/apt,2,$120.00,16
Modern Private Room w/ Garden View - Heart of SF,37.77356,-122.433,Apartment,Private room,2,$95.00,73
Beautiful 3BR Condo in Potrero Hill,37.75419,-122.39469,Condominium,Entire home/apt,6,$259.00,0
#T43 Twin - Amazing Private Room in Startup House,37.77046,-122.42416,Apartment,Private room,1,$160.00,0
Union Square Location - Great Hotel Style Suite,37.78948,-122.40638,Serviced apartment,Entire home/apt,2,$90.00,3
Rad Nob Hill 1BR w/ Gym + city views near Union Sq by Blueground,37.7908,-122.40958,Apartment,Entire home/apt,2,$279.00,0
✦✦  STUNNING ✦✦  3 BEDROOM PRESIDENTIAL SUITE,37.78842,-122.41317,Guesthouse,Entire home/apt,6,$750.00,14
Large room with loft in classic victorian house.,37.77108,-122.43557,House,Private room,4,$150.00,44
Beautiful San Francisco Home perfectly  located,37.80539,-122.41227,Townhouse,Entire home/apt,4,$750.00,0
luxurious and beautiful apartment ideal for you,37.73077,-122.45248,Guesthouse,Entire home/apt,2,$160.00,32
Chic Room near Alcatraz,37.80225,-122.40485,Apartment,Private room,2,$150.00,33
The Keyboad Room,37.75101,-122.4066,House,Private room,3,$39.00,22
The Guitar Room,37.75143,-122.4081,House,Private room,2,$39.00,34
Cozy Presidio Heights Room,37.78777,-122.4457,Apartment,Private room,1,$60.00,1
Stunning Mid-century Urban Retreat,37.73632,-122.43353,House,Entire home/apt,6,$500.00,2
Spacious SF Apartment with Indoor Parking,37.77172,-122.41335,Apartment,Entire home/apt,6,$172.00,15
AWESOME! LARGE SF RENTALNR ALLDOWNTOWNSSFDC,37.72732,-122.38376,Apartment,Entire home/apt,6,$160.00,0
The Accordion Room,37.75306,-122.40837,House,Private room,2,$39.00,36
Bohemian style home in the heart of the Mission,37.75637,-122.41149,Apartment,Private room,2,$85.00,25
Historic San Francisco Elegance,37.78554,-122.42979,Condominium,Entire home/apt,6,$380.00,1
SF RENTAL 3BR NR ALLDOWNTOWNSONO EAST BAYSSF,37.72732,-122.38249,Apartment,Entire home/apt,6,$159.00,0
Top floor Castro apartment with million $$$$ views,37.76038,-122.44163,Apartment,Entire home/apt,4,$295.00,1
Spacious Noe Valley Home- Views decks parking!,37.74855,-122.44256,Apartment,Entire home/apt,6,$350.00,9
Perfectly situated modern Mission condo,37.76908,-122.42195,Condominium,Private room,3,$150.00,0
Beautiful new fun & light flat on the Cable Cars,37.7946,-122.41695,Apartment,Entire home/apt,4,$220.00,12
Castro Garden Apartment,37.7654,-122.43681,Apartment,Entire home/apt,2,$179.00,1
Newly remodeled full floor flat with ocean views,37.77783,-122.49359,Apartment,Entire home/apt,6,$249.00,21
Get Fit in this Location- Nob Hill is Your Gym,37.79072,-122.40874,Apartment,Entire home/apt,3,$146.00,0
The DJ Room,37.75071,-122.40696,House,Private room,3,$39.00,30
Charming Macondray Lane Flat,37.79878,-122.41532,Apartment,Entire home/apt,3,$155.00,1
Luxury Apartment in Castro/Upper Market,37.76289,-122.43234,Apartment,Entire home/apt,4,$350.00,0
Nob Hill,37.78995,-122.41273,Condominium,Entire home/apt,2,$99.00,21
2BR near NOPA and The Fillmore,37.782,-122.44376,Apartment,Entire home/apt,4,$197.00,0
SF!AWESOME YOUR OWN BEDROOMNR MISSION BAYBAYVIEW,37.72599,-122.38356,Apartment,Private room,2,$156.00,0
Luxury Living - Two Bedroom with Sweeping Views,37.80099,-122.41991,Apartment,Entire home/apt,5,$317.00,0
The French Victorian - Attic Room *Bay Views,37.7459,-122.40527,House,Private room,2,$99.00,26
Private Bedroom next to John McLaren Park 3,37.72437,-122.41727,House,Private room,2,$50.00,35
Right Near Union Square - Great Hotel Style Suite,37.79002,-122.40611,Serviced apartment,Hotel room,2,$75.00,2
Best SF Value ❤️ Sun ❤️ Yard ❤️ Garage ❤️ Near DT,37.72903,-122.40254,Apartment,Entire home/apt,6,$170.00,1
Private Studio steps away from Union Square!,37.78467,-122.41386,Apartment,Entire home/apt,2,$120.00,7
Inn at the Opera.,37.77937,-122.42324,Apartment,Entire home/apt,2,$245.00,1
Just Off Union Square - Great Hotel Style Suite,37.7898,-122.40764,Serviced apartment,Hotel room,2,$75.00,5
Classic SF Home with Modern Style in City Center,37.76193,-122.44952,House,Entire home/apt,6,$800.00,0
Inn at the Opera:,37.77913,-122.42326,Apartment,Entire home/apt,2,$245.00,2
1 bedroom condo near Ocean Beach,37.77935,-122.49403,Condominium,Entire home/apt,3,$50.00,1
Sunlit Inner Sunset Garden-view Suite,37.75999,-122.47189,Guest suite,Entire home/apt,2,$113.00,32
Sunny Sanctuary Studio,37.76741,-122.45012,Apartment,Entire home/apt,2,$110.00,0
Charming quiet home in the heart of city,37.74504,-122.47122,House,Entire home/apt,6,$200.00,5
Modern Apartment in a Victorian Building near Haight-Ashbury,37.77135,-122.43878,Apartment,Entire home/apt,5,$529.00,15
Dolores Heights,37.75393,-122.42836,House,Entire home/apt,2,$195.00,2
Central Victorian Lower,37.76858,-122.44312,Apartment,Entire home/apt,5,$132.00,1
2 Bedroom in the Mission,37.7533,-122.42261,Apartment,Entire home/apt,4,$121.00,0
Pine Lake Park,37.73544,-122.48766,House,Entire home/apt,4,$185.00,27
Cosy Private Room in Lower Haight - Heart of SF,37.77372,-122.43219,Apartment,Private room,1,$79.00,59
One guest private room next to Golden Gate Park,37.7765,-122.4889,Guest suite,Entire home/apt,1,$75.00,38
2 private bedrooms,37.76476,-122.49033,House,Private room,4,$225.00,0
BillysCrib Creative OFFSITE LOFT Space in SoMa SF,37.78206,-122.4041,Loft,Entire home/apt,15,$1000.00,7
Private third floor with separate entrance,37.77072,-122.43346,House,Private room,2,$250.00,26
Modern Private Room 10 minutes to Downtown SF!,37.72342,-122.40548,House,Private room,2,$124.00,24
Quiet Private Room in SF! Minutes to Downtown!,37.72209,-122.40351,House,Private room,2,$119.00,27
Startup House SF Downtown - Private Room,37.78859,-122.41649,Apartment,Private room,1,$55.00,0
Sunny and Updated Noe Valley House With City Views,37.75332,-122.4424,House,Entire home/apt,6,$400.00,8
View of Pyramid on Telegraph Hill,37.79795,-122.40739,Condominium,Entire home/apt,4,$135.00,2
Cole Valley One Bedroom,37.76493,-122.44883,Apartment,Entire home/apt,2,$135.00,0
Belvedere Place,37.76196,-122.44731,House,Entire home/apt,4,$175.00,0
Beautiful San Franciscan Condo Private Backyard,37.79537,-122.43864,Condominium,Entire home/apt,2,$550.00,9
Classic Parkside District House Near Beaches,37.74022,-122.47919,House,Entire home/apt,5,$175.00,50
New Luxurious Mission Bay Condo,37.77405,-122.38926,Condominium,Entire home/apt,4,$995.00,0
Work Sleep and Kick Back in a Well-Appointed Garden Suite,37.71367,-122.41494,Guest suite,Private room,2,$100.00,28
Glen Park Cottage,37.73548,-122.43291,House,Entire home/apt,7,$200.00,3
Castro Retreat - Entire House,37.75837,-122.44061,House,Entire home/apt,4,$375.00,2
Private bedroom in Noe Valley house.,37.74496,-122.43893,House,Private room,1,$83.00,0
Newly Renovated Home in SF- Minutes to Downtown!,37.72201,-122.4042,House,Entire home/apt,7,$449.00,8
Private Bedroom & Bathroom Suite in Castro House,37.76006,-122.44143,House,Private room,2,$120.00,56
Modern Ocean Beach Family Home (steps from beach),37.75745,-122.50733,House,Entire home/apt,4,$350.00,5
Private room in Bernal Heights,37.74191,-122.40843,House,Private room,2,$250.00,3
